order_id,user_id,product_id,Category,order_date,quantity,Isvalid,Signup_date,Days_since_signup,User_segment,Cohort,months_since_signup,cohort_month,activity_month,price,day_of_week,hour_of_day,order_month,total_orders,first_order,last_order,active_days,avg_gap,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment,cohort_index
O006572,U00109,P0001,Electronics,14-12-2023,1,Invalid,07-11-2024,Invalid,Invalid,Jul-24,#NUM!,2024-11,2023-12,27.27,3,0,2023-12,1,14-12-2023,14-12-2023,0,,383,1,27.27,2,1,1,211,Other,0
O005708,U02230,P0001,Electronics,02-01-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-01,27.27,0,0,2023-01,3,02-01-2023,18-11-2023,320,160,409,3,189.3,2,1,2,212,Other,
O001572,U01998,P0001,Electronics,15-11-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-11,27.27,2,0,2023-11,1,15-11-2023,15-11-2023,0,,412,1,27.27,2,1,1,211,Other,
O008980,U04639,P0001,Electronics,12-12-2024,1,Valid,20-04-2024,236,DORMANT,Apr-24,7,2024-04,2024-12,27.27,3,0,2024-12,1,12-12-2024,12-12-2024,0,,19,1,27.27,3,1,1,311,Recent but Low Value,8
O002393,U03286,P0001,Electronics,17-08-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-08,27.27,3,0,2023-08,1,17-08-2023,17-08-2023,0,,502,1,27.27,1,1,1,111,Inactive,
O005944,U01386,P0001,Electronics,20-01-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-01,27.27,5,0,2024-01,1,20-01-2024,20-01-2024,0,,346,1,27.27,2,1,1,211,Other,
O009340,U05337,P0001,Home,03-08-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-08,27.27,5,0,2024-08,2,31-01-2024,03-08-2024,185,185,150,2,139.35,3,1,2,312,Recent but Low Value,
O004345,U02503,P0001,Home,02-03-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-03,27.27,3,0,2023-03,1,02-03-2023,02-03-2023,0,,670,1,27.27,1,1,1,111,Inactive,
O000207,U00507,P0001,Home,23-10-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-10,27.27,2,0,2024-10,1,23-10-2024,23-10-2024,0,,69,1,27.27,3,1,1,311,Recent but Low Value,
O006521,U02027,P0001,Home,07-12-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-12,27.27,3,0,2023-12,1,07-12-2023,07-12-2023,0,,390,1,27.27,2,1,1,211,Other,
O003797,U01965,P0001,Home,20-04-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-04,27.27,5,0,2024-04,1,20-04-2024,20-04-2024,0,,255,1,27.27,2,1,1,211,Other,
O001024,U04535,P0002,Home,08-12-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-12,112.08,4,0,2023-12,2,06-09-2023,08-12-2023,93,93,389,2,232.63,2,1,2,212,Other,
O003669,U00113,P0002,Home,07-12-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-12,112.08,5,0,2024-12,1,07-12-2024,07-12-2024,0,,24,1,112.08,3,1,1,311,Recent but Low Value,
O002492,U01013,P0002,Home,31-05-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-05,112.08,2,0,2023-05,1,31-05-2023,31-05-2023,0,,580,1,112.08,1,1,1,111,Inactive,
O005570,U00685,P0002,Home,03-09-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-09,112.08,1,0,2024-09,1,03-09-2024,03-09-2024,0,,119,1,112.08,3,1,1,311,Recent but Low Value,
O008166,U00059,P0002,Home,19-07-2024,1,Valid,19-04-2024,91,DORMANT,Apr-24,3,2024-04,2024-07,112.08,4,0,2024-07,1,19-07-2024,19-07-2024,0,,165,1,112.08,3,1,1,311,Recent but Low Value,3
O009145,U00362,P0002,Home,04-07-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-07,112.08,3,0,2024-07,1,04-07-2024,04-07-2024,0,,180,1,112.08,3,1,1,311,Recent but Low Value,
O010914,U03961,P0002,Home,06-03-2024,1,Invalid,12-11-2024,Invalid,Invalid,Dec-24,#NUM!,2024-11,2024-03,112.08,2,0,2024-03,1,06-03-2024,06-03-2024,0,,300,1,112.08,2,1,1,211,Other,0
O001557,U03839,P0002,Electronics,31-03-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-03,112.08,6,0,2024-03,1,31-03-2024,31-03-2024,0,,275,1,112.08,2,1,1,211,Other,
O002442,U03459,P0002,Electronics,19-02-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-02,112.08,0,0,2024-02,1,19-02-2024,19-02-2024,0,,316,1,112.08,2,1,1,211,Other,
O006504,U04929,P0002,Electronics,28-11-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-11,112.08,3,0,2024-11,1,28-11-2024,28-11-2024,0,,33,1,112.08,3,1,1,311,Recent but Low Value,
O002173,U01892,P0002,Electronics,05-04-2023,1,Invalid,27-09-2023,Invalid,Invalid,Sep-23,#NUM!,2023-09,2023-04,112.08,2,0,2023-04,2,05-04-2023,21-09-2023,169,169,467,2,167.09,2,1,2,212,Other,0
O008773,U01594,P0002,Electronics,08-12-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-12,112.08,6,0,2024-12,1,08-12-2024,08-12-2024,0,,23,1,112.08,3,1,1,311,Recent but Low Value,
O004982,U02083,P0002,Electronics,27-10-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-10,112.08,6,0,2024-10,1,27-10-2024,27-10-2024,0,,65,1,112.08,3,1,1,311,Recent but Low Value,
O005908,U02554,P0002,Electronics,11-10-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-10,112.08,2,0,2023-10,1,11-10-2023,11-10-2023,0,,447,1,112.08,2,1,1,211,Other,
O001601,U00440,P0002,Electronics,13-11-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-11,112.08,2,0,2024-11,1,13-11-2024,13-11-2024,0,,48,1,112.08,3,1,1,311,Recent but Low Value,
O002407,U03957,P0002,Electronics,19-10-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-10,112.08,5,0,2024-10,1,19-10-2024,19-10-2024,0,,73,1,112.08,3,1,1,311,Recent but Low Value,
O006363,U05337,P0002,Electronics,31-01-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-01,112.08,2,0,2024-01,2,31-01-2024,03-08-2024,185,185,150,2,139.35,3,1,2,312,Recent but Low Value,
O005479,U02118,P0002,Electronics,14-11-2023,1,Valid,13-05-2023,185,DORMANT,May-23,6,2023-05,2023-11,112.08,1,0,2023-11,2,14-11-2023,14-09-2024,305,305,108,2,509.52,3,1,3,313,Recent but Low Value,6
O008538,U02058,P0002,Electronics,12-03-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-03,112.08,1,0,2024-03,1,12-03-2024,12-03-2024,0,,294,1,112.08,2,1,1,211,Other,
O002078,U03332,P0003,Electronics,20-07-2024,1,Valid,02-03-2024,168,DORMANT,Feb-24,5,2024-03,2024-07,429.87,5,0,2024-07,1,20-07-2024,20-07-2024,0,,164,1,429.87,3,1,3,313,Recent but Low Value,4
O001123,U05469,P0003,Electronics,12-04-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-04,429.87,4,0,2024-04,1,12-04-2024,12-04-2024,0,,263,1,429.87,2,1,3,213,High Spender,
O009093,U04003,P0003,Electronics,04-07-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-07,429.87,3,0,2024-07,1,04-07-2024,04-07-2024,0,,180,1,429.87,3,1,3,313,Recent but Low Value,
O004648,U04340,P0003,Electronics,02-01-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-01,429.87,0,0,2023-01,1,02-01-2023,02-01-2023,0,,729,1,429.87,1,1,3,113,High Spender,
O011432,U02197,P0003,Electronics,15-06-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-06,429.87,5,0,2024-06,2,15-06-2024,14-09-2024,91,91,108,2,453.36,3,1,3,313,Recent but Low Value,
O005366,U05353,P0003,Electronics,15-03-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-03,429.87,4,0,2024-03,1,15-03-2024,15-03-2024,0,,291,1,429.87,2,1,3,213,High Spender,
O003945,U04045,P0003,Electronics,29-05-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-05,429.87,2,0,2024-05,1,29-05-2024,29-05-2024,0,,216,1,429.87,3,1,3,313,Recent but Low Value,
O001344,U02352,P0003,Electronics,05-03-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-03,429.87,1,0,2024-03,2,05-03-2024,10-05-2024,66,66,235,2,438.87,3,1,3,313,Recent but Low Value,
O002246,U03870,P0003,Electronics,02-04-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-04,429.87,1,0,2024-04,2,16-12-2023,02-04-2024,108,108,273,2,554.26,2,1,3,213,High Spender,
O011344,U01331,P0003,Electronics,14-09-2024,1,Valid,15-08-2023,396,CHURNED,Aug-23,12,2023-08,2024-09,429.87,5,0,2024-09,1,14-09-2024,14-09-2024,0,,108,1,429.87,3,1,3,313,Recent but Low Value,13
O008820,U01708,P0003,Electronics,14-06-2024,1,Valid,25-11-2023,202,DORMANT,Nov-23,6,2023-11,2024-06,429.87,4,0,2024-06,2,08-03-2024,14-06-2024,98,98,200,2,792.26,3,1,3,313,Recent but Low Value,7
O011049,U03060,P0003,Electronics,22-11-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-11,429.87,4,0,2024-11,2,23-03-2024,22-11-2024,244,244,39,2,833.04,3,1,3,313,Recent but Low Value,
O009170,U00042,P0004,Electronics,05-08-2023,1,Invalid,29-10-2024,Invalid,Invalid,Oct-24,#NUM!,2024-10,2023-08,397.44,5,0,2023-08,1,05-08-2023,05-08-2023,0,,514,1,397.44,1,1,3,113,High Spender,0
O000220,U03637,P0004,Electronics,21-09-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-09,397.44,5,0,2024-09,1,21-09-2024,21-09-2024,0,,101,1,397.44,3,1,3,313,Recent but Low Value,
O000409,U01645,P0004,Apparel,01-03-2023,1,Invalid,04-06-2024,Invalid,Invalid,Apr-24,#NUM!,2024-06,2023-03,397.44,2,0,2023-03,1,01-03-2023,01-03-2023,0,,671,1,397.44,1,1,3,113,High Spender,0
O005160,U00402,P0004,Apparel,28-10-2023,1,Invalid,18-11-2023,Invalid,Invalid,Nov-23,#NUM!,2023-11,2023-10,397.44,5,0,2023-10,1,28-10-2023,28-10-2023,0,,430,1,397.44,2,1,3,213,High Spender,0
O010701,U01312,P0004,Apparel,25-10-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-10,397.44,4,0,2024-10,1,25-10-2024,25-10-2024,0,,67,1,397.44,3,1,3,313,Recent but Low Value,
O004555,U05495,P0004,Apparel,02-01-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-01,397.44,0,0,2023-01,2,02-01-2023,18-05-2023,136,136,593,2,866.15,1,1,3,113,High Spender,
O008059,U01811,P0004,Apparel,23-05-2023,1,Valid,04-06-2023,47,ACTIVE,Apr-23,1,2023-06,2023-05,397.44,1,0,2023-05,1,23-05-2023,23-05-2023,0,,588,1,397.44,1,1,3,113,High Spender,0
O008695,U02857,P0004,Apparel,21-12-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-12,397.44,5,0,2024-12,1,21-12-2024,21-12-2024,0,,10,1,397.44,3,1,3,313,Recent but Low Value,
O003372,U01611,P0004,Apparel,20-03-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-03,397.44,2,0,2024-03,2,20-03-2024,30-05-2024,71,71,215,2,491.82,3,1,3,313,Recent but Low Value,
O007521,U02118,P0004,Apparel,14-09-2024,1,Valid,13-05-2023,490,CHURNED,May-23,16,2023-05,2024-09,397.44,5,0,2024-09,2,14-11-2023,14-09-2024,305,305,108,2,509.52,3,1,3,313,Recent but Low Value,16
O009127,U00816,P0004,Apparel,16-07-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-07,397.44,6,0,2023-07,1,16-07-2023,16-07-2023,0,,534,1,397.44,1,1,3,113,High Spender,
O011231,U02361,P0004,Apparel,22-04-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-04,397.44,5,0,2023-04,1,22-04-2023,22-04-2023,0,,619,1,397.44,1,1,3,113,High Spender,
O002562,U03295,P0004,Apparel,19-11-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-11,397.44,1,0,2024-11,1,19-11-2024,19-11-2024,0,,42,1,397.44,3,1,3,313,Recent but Low Value,
O005326,U02139,P0004,Apparel,01-03-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-03,397.44,4,0,2024-03,1,01-03-2024,01-03-2024,0,,305,1,397.44,2,1,3,213,High Spender,
O003595,U03374,P0004,Apparel,17-10-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-10,397.44,3,0,2024-10,1,17-10-2024,17-10-2024,0,,75,1,397.44,3,1,3,313,Recent but Low Value,
O001464,U01260,P0004,Apparel,28-05-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-05,397.44,6,0,2023-05,1,28-05-2023,28-05-2023,0,,583,1,397.44,1,1,3,113,High Spender,
O006764,U01566,P0004,Apparel,08-05-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-05,397.44,2,0,2024-05,1,08-05-2024,08-05-2024,0,,237,1,397.44,2,1,3,213,High Spender,
O010472,U03905,P0004,Apparel,26-05-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-05,397.44,4,0,2023-05,1,26-05-2023,26-05-2023,0,,585,1,397.44,1,1,3,113,High Spender,
O011398,U00681,P0004,Apparel,17-01-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-01,397.44,2,0,2024-01,1,17-01-2024,17-01-2024,0,,349,1,397.44,2,1,3,213,High Spender,
O000547,U01309,P0004,Apparel,10-03-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-03,397.44,6,0,2024-03,1,10-03-2024,10-03-2024,0,,296,1,397.44,2,1,3,213,High Spender,
O010409,U04496,P0004,Apparel,02-12-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-12,397.44,0,0,2024-12,3,08-05-2023,02-12-2024,574,287,29,3,861.14,3,1,3,313,Recent but Low Value,
O011811,U03457,P0004,Apparel,20-03-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-03,397.44,0,0,2023-03,1,20-03-2023,20-03-2023,0,,652,1,397.44,1,1,3,113,High Spender,
O000469,U05191,P0004,Apparel,21-10-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-10,397.44,0,0,2024-10,1,21-10-2024,21-10-2024,0,,71,1,397.44,3,1,3,313,Recent but Low Value,
O009152,U00955,P0004,Apparel,20-10-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-10,397.44,4,0,2023-10,1,20-10-2023,20-10-2023,0,,438,1,397.44,2,1,3,213,High Spender,
O011157,U05053,P0004,Apparel,05-05-2024,1,Invalid,07-04-2024,Invalid,Invalid,Jul-24,#NUM!,2024-04,2024-05,397.44,6,0,2024-05,1,05-05-2024,05-05-2024,0,,240,1,397.44,2,1,3,213,High Spender,1
O003577,U00324,P0004,Apparel,25-08-2024,1,Valid,26-02-2023,546,CHURNED,Feb-23,17,2023-02,2024-08,397.44,6,0,2024-08,2,25-08-2024,07-09-2024,13,13,115,2,433.9,3,1,3,313,Recent but Low Value,18
O005827,U03118,P0005,Apparel,12-01-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-01,408.1,4,0,2024-01,1,12-01-2024,12-01-2024,0,,354,1,408.1,2,1,3,213,High Spender,
O005905,U05344,P0005,Apparel,09-08-2023,1,Valid,23-07-2023,17,NEW,Jul-23,0,2023-07,2023-08,408.1,2,0,2023-08,1,09-08-2023,09-08-2023,0,,510,1,408.1,1,1,3,113,High Spender,1
O001877,U03268,P0005,Apparel,13-08-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-08,408.1,1,0,2024-08,1,13-08-2024,13-08-2024,0,,140,1,408.1,3,1,3,313,Recent but Low Value,
O010829,U00600,P0005,Electronics,03-02-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-02,408.1,5,0,2024-02,1,03-02-2024,03-02-2024,0,,332,1,408.1,2,1,3,213,High Spender,
O005901,U00349,P0005,Electronics,15-04-2024,1,Invalid,14-09-2024,Invalid,Invalid,Sep-24,#NUM!,2024-09,2024-04,408.1,0,0,2024-04,2,15-04-2024,12-11-2024,211,211,49,2,533.81,3,1,3,313,Recent but Low Value,0
O004052,U02785,P0005,Electronics,25-12-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-12,408.1,2,0,2024-12,1,25-12-2024,25-12-2024,0,,6,1,408.1,3,1,3,313,Recent but Low Value,
O002145,U04358,P0005,Electronics,22-09-2023,1,Valid,14-01-2023,251,DORMANT,Jan-23,8,2023-01,2023-09,408.1,4,0,2023-09,3,22-09-2023,08-03-2024,168,84,298,3,643.29,2,1,3,213,High Spender,8
O008913,U04049,P0005,Electronics,18-06-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-06,408.1,1,0,2024-06,1,18-06-2024,18-06-2024,0,,196,1,408.1,3,1,3,313,Recent but Low Value,
O009542,U05041,P0005,Electronics,06-11-2024,1,Valid,29-04-2023,557,CHURNED,Apr-23,18,2023-04,2024-11,408.1,2,0,2024-11,1,06-11-2024,06-11-2024,0,,55,1,408.1,3,1,3,313,Recent but Low Value,19
O007744,U01020,P0005,Electronics,23-06-2023,1,Valid,31-01-2023,143,DORMANT,Jan-23,4,2023-01,2023-06,408.1,4,0,2023-06,1,23-06-2023,23-06-2023,0,,557,1,408.1,1,1,3,113,High Spender,5
O007128,U04267,P0005,Electronics,18-12-2024,1,Valid,21-07-2023,516,CHURNED,Jul-23,16,2023-07,2024-12,408.1,2,0,2024-12,1,18-12-2024,18-12-2024,0,,13,1,408.1,3,1,3,313,Recent but Low Value,17
O010094,U05460,P0005,Electronics,25-05-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-05,408.1,3,0,2023-05,1,25-05-2023,25-05-2023,0,,586,1,408.1,1,1,3,113,High Spender,
O008964,U01379,P0006,Electronics,04-09-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-09,165.07,0,0,2023-09,1,04-09-2023,04-09-2023,0,,484,1,165.07,1,1,2,112,Other,
O000108,U03903,P0006,Electronics,26-03-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-03,165.07,6,0,2023-03,2,26-03-2023,03-06-2023,69,69,577,2,620.82,1,1,3,113,High Spender,
O005831,U03058,P0006,Electronics,28-03-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-03,165.07,1,0,2023-03,2,05-03-2023,28-03-2023,23,23,644,2,357.59,1,1,3,113,High Spender,
O011781,U02257,P0006,Electronics,06-11-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-11,165.07,2,0,2024-11,1,06-11-2024,06-11-2024,0,,55,1,165.07,3,1,2,312,Recent but Low Value,
O008086,U01001,P0006,Electronics,26-04-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-04,165.07,2,0,2023-04,1,26-04-2023,26-04-2023,0,,615,1,165.07,1,1,2,112,Other,
O008991,U03061,P0006,Electronics,26-02-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-02,165.07,6,0,2023-02,1,26-02-2023,26-02-2023,0,,674,1,165.07,1,1,2,112,Other,
O006888,U02902,P0006,Books,26-10-2024,1,Valid,05-10-2023,535,CHURNED,May-23,17,2023-10,2024-10,165.07,5,0,2024-10,2,12-02-2024,26-10-2024,257,257,66,2,299.12,3,1,2,312,Recent but Low Value,12
O007942,U00865,P0006,Books,31-05-2023,1,Invalid,28-08-2024,Invalid,Invalid,Aug-24,#NUM!,2024-08,2023-05,165.07,2,0,2023-05,1,31-05-2023,31-05-2023,0,,580,1,165.07,1,1,2,112,Other,0
O006563,U01519,P0006,Books,24-07-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-07,165.07,2,0,2024-07,2,18-06-2023,24-07-2024,402,402,160,2,396.77,3,1,3,313,Recent but Low Value,
O003421,U03119,P0006,Books,17-08-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-08,165.07,5,0,2024-08,1,17-08-2024,17-08-2024,0,,136,1,165.07,3,1,2,312,Recent but Low Value,
O010057,U04649,P0006,Books,05-06-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-06,165.07,0,0,2023-06,1,05-06-2023,05-06-2023,0,,575,1,165.07,1,1,2,112,Other,
O003300,U03112,P0006,Books,24-05-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-05,165.07,2,0,2023-05,2,24-05-2023,16-09-2024,481,481,106,2,628.12,3,1,3,313,Recent but Low Value,
O006984,U03481,P0006,Books,03-01-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-01,165.07,2,0,2024-01,1,03-01-2024,03-01-2024,0,,363,1,165.07,2,1,2,212,Other,
O006565,U03743,P0006,Books,06-08-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-08,165.07,1,0,2024-08,2,06-08-2024,21-11-2024,107,107,40,2,216,3,1,2,312,Recent but Low Value,
O005671,U00923,P0006,Books,14-02-2023,1,Invalid,20-07-2024,Invalid,Invalid,Jul-24,#NUM!,2024-07,2023-02,165.07,1,0,2023-02,1,14-02-2023,14-02-2023,0,,686,1,165.07,1,1,2,112,Other,0
O001641,U02110,P0007,Books,25-11-2023,1,Invalid,24-09-2024,Invalid,Invalid,Sep-24,#NUM!,2024-09,2023-11,486.54,5,0,2023-11,1,25-11-2023,25-11-2023,0,,402,1,486.54,2,1,3,213,High Spender,0
O007309,U01725,P0007,Books,14-03-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-03,486.54,1,0,2023-03,1,14-03-2023,14-03-2023,0,,658,1,486.54,1,1,3,113,High Spender,
O003089,U05363,P0007,Books,11-04-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-04,486.54,1,0,2023-04,1,11-04-2023,11-04-2023,0,,630,1,486.54,1,1,3,113,High Spender,
O001556,U00873,P0007,Books,11-04-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-04,486.54,3,0,2024-04,1,11-04-2024,11-04-2024,0,,264,1,486.54,2,1,3,213,High Spender,
O007714,U03471,P0007,gadgets,25-02-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-02,486.54,5,0,2023-02,1,25-02-2023,25-02-2023,0,,675,1,486.54,1,1,3,113,High Spender,
O010399,U01268,P0007,gadgets,28-08-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-08,486.54,0,0,2023-08,2,17-06-2023,28-08-2023,72,72,491,2,612.25,1,1,3,113,High Spender,
O007636,U01495,P0007,gadgets,02-01-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-01,486.54,0,0,2023-01,1,02-01-2023,02-01-2023,0,,729,1,486.54,1,1,3,113,High Spender,
O010073,U04347,P0007,gadgets,16-11-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-11,486.54,5,0,2024-11,1,16-11-2024,16-11-2024,0,,45,1,486.54,3,1,3,313,Recent but Low Value,
O008729,U01861,P0007,gadgets,24-07-2023,1,Valid,17-03-2023,129,DORMANT,Mar-23,4,2023-03,2023-07,486.54,0,0,2023-07,1,24-07-2023,24-07-2023,0,,526,1,486.54,1,1,3,113,High Spender,4
O001780,U05387,P0007,gadgets,18-05-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-05,486.54,5,0,2024-05,1,18-05-2024,18-05-2024,0,,227,1,486.54,3,1,3,313,Recent but Low Value,
O004415,U03530,P0007,gadgets,28-01-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-01,486.54,6,0,2024-01,1,28-01-2024,28-01-2024,0,,338,1,486.54,2,1,3,213,High Spender,
O005550,U05458,P0007,gadgets,18-11-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-11,486.54,5,0,2023-11,1,18-11-2023,18-11-2023,0,,409,1,486.54,2,1,3,213,High Spender,
O003169,U02072,P0007,gadgets,03-04-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-04,486.54,2,0,2024-04,1,03-04-2024,03-04-2024,0,,272,1,486.54,2,1,3,213,High Spender,
O007411,U04241,P0007,gadgets,07-05-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-05,486.54,1,0,2024-05,1,07-05-2024,07-05-2024,0,,238,1,486.54,2,1,3,213,High Spender,
O004905,U01271,P0007,gadgets,16-12-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-12,486.54,5,0,2023-12,2,16-12-2023,19-08-2024,247,247,134,2,707.09,3,1,3,313,Recent but Low Value,
O001475,U00487,P0008,gadgets,17-08-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-08,372.76,5,0,2024-08,1,17-08-2024,17-08-2024,0,,136,1,372.76,3,1,3,313,Recent but Low Value,
O003725,U04376,P0008,Electronics,24-09-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-09,372.76,1,0,2024-09,1,24-09-2024,24-09-2024,0,,98,1,372.76,3,1,3,313,Recent but Low Value,
O001666,U01704,P0008,Electronics,10-07-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-07,372.76,2,0,2024-07,1,10-07-2024,10-07-2024,0,,174,1,372.76,3,1,3,313,Recent but Low Value,
O000514,U04606,P0008,Electronics,07-03-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-03,372.76,3,0,2024-03,1,07-03-2024,07-03-2024,0,,299,1,372.76,2,1,3,213,High Spender,
O009252,U00510,P0008,Electronics,03-04-2023,1,Invalid,03-09-2024,Invalid,Invalid,Mar-24,#NUM!,2024-09,2023-04,372.76,0,0,2023-04,1,03-04-2023,03-04-2023,0,,638,1,372.76,1,1,3,113,High Spender,0
O000434,U05306,P0008,Electronics,20-02-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-02,372.76,1,0,2024-02,2,20-02-2024,14-03-2024,23,23,292,2,503.57,2,1,3,213,High Spender,
O009830,U03917,P0008,Electronics,28-09-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-09,372.76,3,0,2023-09,1,28-09-2023,28-09-2023,0,,460,1,372.76,2,1,3,213,High Spender,
O010331,U03770,P0008,Electronics,20-02-2023,1,Invalid,13-06-2024,Invalid,Invalid,Jun-24,#NUM!,2024-06,2023-02,372.76,0,0,2023-02,2,20-02-2023,18-05-2023,87,87,593,2,502.84,1,1,3,113,High Spender,0
O006404,U02034,P0008,Electronics,22-09-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-09,372.76,4,0,2023-09,2,25-05-2023,22-09-2023,120,120,466,2,604.46,2,1,3,213,High Spender,
O009543,U02168,P0008,Beauty,09-12-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-12,372.76,5,0,2023-12,2,09-12-2023,04-06-2024,178,178,210,2,649.68,3,1,3,313,Recent but Low Value,
